0.22673	0.39774	0.37553
0.25098	0.3564	0.39262
0.27522	0.31507	0.40971
0.29976	0.27319	0.42705
0.3244	0.2319	0.4437
0.34865	0.19057	0.46079
0.37289	0.14923	0.47788
0.39713	0.1079	0.49497
0.03268	0.68312	0.2842
0.05695	0.64174	0.30131
0.08125	0.60029	0.31845
0.10596	0.55889	0.33515
0.13023	0.5175	0.35226
0.15453	0.47606	0.36941
0.17881	0.43467	0.38652
0.20336	0.39354	0.40309
0.2279	0.35167	0.42043
0.25215	0.31033	0.43752
0.27639	0.269	0.45461
0.30104	0.22771	0.47126
0.32528	0.18637	0.48835
0.34952	0.14504	0.50544
0.37406	0.10316	0.52278
0.03367	0.63738	0.32895
0.05838	0.59598	0.34564
0.08268	0.55454	0.36278
0.10695	0.51315	0.3799
0.13125	0.47171	0.39704
0.15593	0.43036	0.41371
0.18029	0.38881	0.4309
0.20453	0.34747	0.44799
0.22878	0.30614	0.46508
0.25342	0.26485	0.48173
0.27767	0.22351	0.49882
0.3022	0.18164	0.51616
0.32645	0.1403	0.53325
0.3511	0.09901	0.54989
0.0351	0.59162	0.37328
0.05937	0.55024	0.39039
0.08367	0.50879	0.40754
0.10797	0.46735	0.42468
0.13265	0.426	0.44135
0.15692	0.38462	0.45846
0.18117	0.34328	0.47555
0.20541	0.30195	0.49265
0.23035	0.26011	0.50954
0.25459	0.21878	0.52663
0.27884	0.17744	0.54372
0.30308	0.13611	0.56081
0.06039	0.50444	0.43517
0.08469	0.46299	0.45231
0.10937	0.42165	0.46898
0.13356	0.38042	0.48602
0.15809	0.33855	0.50336
0.18234	0.29721	0.52045
0.20698	0.25592	0.5371
0.23123	0.21459	0.55419
0.25547	0.17325	0.57128
0.27971	0.13192	0.58837
0.06182	0.45868	0.4795
0.08609	0.41729	0.49662
0.11048	0.37569	0.51383
0.13473	0.33435	0.53092
0.15937	0.29306	0.54757
0.18362	0.25173	0.56466
0.20786	0.21039	0.58175
0.2321	0.16906	0.59884
0.25704	0.12723	0.61573
0.06281	0.41294	0.52425
0.08711	0.37149	0.54139
0.11136	0.33016	0.55848
0.136	0.28887	0.57513
0.16025	0.24753	0.59222
0.18478	0.20566	0.60956
0.20903	0.16432	0.62665
0.23368	0.12303	0.64329
0.06375	0.3673	0.56895
0.08799	0.32596	0.58605
0.11293	0.28413	0.60294
0.13717	0.2428	0.62003
0.16142	0.20146	0.63712
0.18566	0.16013	0.65421
0.21031	0.11884	0.67086
0.06532	0.32127	0.61341
0.08956	0.27994	0.6305
0.11381	0.2386	0.64759
0.13805	0.19727	0.66468
0.1627	0.15598	0.68133
0.18723	0.1141	0.69866
0.0662	0.27574	0.65806
0.09044	0.23441	0.67515
0.11468	0.19307	0.69224
0.13962	0.15124	0.70913
0.16387	0.10991	0.72623
0.09201	0.18838	0.7196
0.11626	0.14705	0.7367
0.1405	0.10571	0.75379
0.09289	0.14286	0.76426
